,name,address,review_count,rating,price,categories,latitude,longitude,yelp_id,hours,name_input,address_input,city_input
1322,See's Candies,,29.0,4.0,$$,"Candy Stores, Gift Shops, Chocolatiers & Shops",34.036025,34.036025,3xR_rKyHCaBUuQe8Gzq7Fg,,SEE'S CANDY,1812 MONTEBELLO TOWN CTR,MONTEBELLO
1323,Dutchmill Dairy Store,,7.0,3.5,$$,Convenience Stores,33.8454475402832,33.8454475402832,ylzCUss5c4rooKk_-hhxaw,,DUTCH MILL DAIRY,20320 S NORWALK BLVD,LAKEWOOD
1324,Falafel Corner,,280.0,4.0,$,"Greek, Falafel, Lebanese",34.060132,34.060132,I-y-MAy1YNbet0nKSEoeZA,,FALAFEL CORNER,698 S IROLO ST STE #103,LOS ANGELES
1325,Agoura Hills Alliance,,14.0,3.5,,"Gas Stations, Convenience Stores",34.14408,34.14408,bP4ewx78mDzMBrgGsweb8A,,"AGOURA HILLS ALLIANCE, INC",5226 PALO COMADO CANYON RD,AGOURA HILLS
1326,California Pizza Kitchen at Rolling Hills,,313.0,3.5,$$,"Pizza, American (New), Salad",33.794176,33.794176,evuck8jFIsBI9vUzbij4QA,,CALIFORNIA PIZZA KITCHEN #,25306 CRENSHAW BLVD,TORRANCE
1327,,,,,,,,,,,DANIEL'S MINI MARKET,3124 E GAGE AVE,HUNTINGTON PARK
1328,Golden Eagle Restaurant,,412.0,4.0,$,"Comfort Food, Breakfast & Brunch, American (Traditional)",33.80478,33.80478,3XCks9WQvKmlhE5rUMYvJg,,GOLDEN EAGLE RESTAURANT,2101 E WILLOW ST,SIGNAL HILL
1329,Yuko Kitchen,,1592.0,4.5,$$,Japanese,34.0621807,34.0621807,23Qrcz2i9e2e8MstUIIO0A,,YUKO KITCHEN,5484 WILSHIRE BLVD,LOS ANGELES
1330,Domino's Pizza,,79.0,2.0,$,"Pizza, Chicken Wings, Sandwiches",33.8944046,33.8944046,4HmRYT1yHgIzVGb9FWk1Zw,,DOMINO'S PIZZA #8280,15114 INGLEWOOD AVE,LAWNDALE
1331,,,,,,,,,,,ADVANCE NUTRITION,25878 N THE OLD RD,STEVENSON RANCH
1332,McDonald's,,10.0,2.0,$,"Burgers, Fast Food",34.18343,34.18343,R6hqIGsg5pLJHP-hn8UxDA,,MCDONALD'S #26591,201 E MAGNOLIA BLVD STE 382,BURBANK
1333,GROW,,82.0,4.5,$$,"Fruits & Veggies, Grocery, Food Delivery Services",33.8920438742356,33.8920438742356,a34JoHcj9VTRW_ri8E4v7g,,GROW THE PRODUCE SHOP,1830 N SEPULVEDA BLVD,MANHATTAN BEACH
1334,Main Street Cafe,,189.0,3.5,$$,Cafes,33.9220886230469,33.9220886230469,163VGk9YdeNSeWMAazYqvg,,MAIN STREET CAFE,450 MAIN ST,EL SEGUNDO
1335,,,,,,,,,,,YUMMY CHINA FAST FOOD,1600 E HOLT AVE # 819,POMONA
1336,Iguana Vintage Clothing,,172.0,3.0,$$,"Used, Vintage & Consignment",34.10127,34.10127,Aw9Liflj529_IrUnz-AzaA,,IGUANA COFFEE BAR,6320 HOLLYWOOD BLVD,LOS ANGELES
1337,Hong Kong Express,,10.0,3.0,$,Chinese,33.988657,33.988657,GNQXQJNzsmvtbkr74xARXQ,,HONG KONG EXPRESS,3278 W SLAUSON AVE,LOS ANGELES
1338,,,,,,,,,,,HOP SAINT,5160 W 190TH ST,TORRANCE
1339,Subway,,47.0,3.0,$,Sandwiches,34.0620633,34.0620633,P1UYZa1tQ01qL3JzHDo5HQ,,SUBWAY #52104,3183 WILSHIRE BLVD STE 184,LOS ANGELES
1340,La Pizza Loca,,20.0,2.5,$,Pizza,34.1151448,34.1151448,fLgJwCDDbhIvBq0kdIynfg,,LA PIZZA LOCA #2,3109 N SAN FERNANDO RD,LOS ANGELES
1341,,,,,,,,,,,OJB,1324 W FLORENCE AVE,LOS ANGELES
1342,,,,,,,,,,,AFC SUSHI AT RALPH'S #22,645 W 9TH ST # 101,LOS ANGELES
1343,,,,,,,,,,,EXPRESION OAXAQUENA MARKET,3259 W 8TH ST,LOS ANGELES
1344,Gold Medal Chinese Food,,19.0,4.5,$,Chinese,34.05687,34.05687,n2WUOt38CYLD1i5eRq1cSg,,GOLD MEDAL CHINESE FOOD,1600 W 6TH ST,LOS ANGELES
1345,Margaritas Mexican Food #2,,4.0,3.0,,Mexican,34.03655,34.03655,dTywM8kdjc1NiDexESpetg,,LA MARGARITAS MEXICAN FOOD 2,429 E 11TH ST,LOS ANGELES
1346,McDonald's,,125.0,2.0,$,"Fast Food, Burgers, Coffee & Tea",33.9543926389788,33.9543926389788,QEXkQl4fsnXorx3sbkjHog,,MCDONALD'S,9250 LAKEWOOD BLVD,DOWNEY
1347,Night + Market Weho,,902.0,3.5,$$,"Thai, Wine Bars",34.0907449,34.0907449,bmGo0juT9HClqXk17EullQ,,NIGHT + MARKET,9043 SUNSET BLVD,WEST HOLLYWOOD
1348,Carl's Jr,,32.0,2.0,$,"Fast Food, Burgers",34.01893230000002,34.01893230000002,vQ3fPXVa4F9i2SOdxEc32Q,,CARL'S JR,5633 E WHITTIER BLVD,LOS ANGELES
1349,Chado Tea Room,,438.0,4.0,$$,"Tea Rooms, Venues & Event Spaces, Sandwiches",34.102482,34.102482,UssPVboCbgXDJ8jNBqJlTg,,CHADO TEA ROOM,6801 HOLLYWOOD BLVD # 19010,LOS ANGELES
1350,,,,,,,,,,,LOS COCOS RESTAURANT,654 E GAGE AVE,LOS ANGELES
1351,International Deli,,2.0,4.0,$$,"Grocery, Delis",34.1865451,34.1865451,X5tOvfxRXqp0nEGkSY9QQA,,INTERNATIONAL DELI INC,12906 VICTORY BLVD,NORTH HOLLYWOOD
1352,La Cocina Mexicana,,43.0,4.0,$,Mexican,33.7540667,33.7540667,CI0y4-baziyKS6DPsj6Bgw,,LA COCINA MEXICANA,1117 N GAFFEY ST,SAN PEDRO
1353,,,,,,,,,,,"STOP & BARGAIN CNETER, INC",305 E GLADSTONE ST,AZUSA
1354,Kariya Shabu Shabu & BBQ,,605.0,3.5,$$,"Taiwanese, Barbeque, Hot Pot",33.8603434,33.8603434,UBUL3WM-DCi1m6SnWwu1oQ,,KARIYA SHABU SHABU & BBQ,18868 NORWALK BLVD,ARTESIA
1355,Village Pizza,,302.0,4.0,$,"Pizza, Sandwiches, Pasta Shops",33.817625618552,33.817625618552,S_BwLQBGXywstgnANw0u8A,,VILLAGE PIZZA,1725 S CATALINA AVE,REDONDO BEACH
1356,Mexicatessen,,176.0,4.0,$,Mexican,34.051709171868,34.051709171868,oYel5qV1VJe8VwUsK9XT8Q,,MEXICATESSEN,830 S ATLANTIC BLVD,MONTEREY PARK
1357,George's Shell Service,,22.0,3.5,,"Auto Repair, Gas Stations",34.06223,34.06223,yAaGP6kDkyonlLtYz5QyZg,,GEORGE'S SERVICE INC.,306 E GARVEY AVE,MONTEREY PARK
1358,El Camaronero 2,,37.0,3.5,$,"Mexican, Imported Food",34.31839,34.31839,aUM5B0CYG9Z2tRZIJWa7kw,,EL CAMARONERO RESTAURANT #2,13565 GLENOAKS BLVD,SYLMAR
1359,Shabu Shabu House,,38.0,3.0,$$,"Japanese, Hot Pot",34.0375935,34.0375935,U2_H4ILOa4mri34MCXXXSQ,,SHABU SHABU HOUSE,2218 SAWTELLE BLVD,LOS ANGELES
1360,Gold's Gym,,541.0,3.0,,"Gyms, Trainers",34.0711143891477,34.0711143891477,aBiSxlEQj6PFKwZAV5Kfcw,,GOLD'S GYM,502 PLAZA DR,WEST COVINA
1361,Boran Thai Restaurant,,281.0,4.0,$,Thai,34.101868,34.101868,Vk58lAu9zXTdnzwrUKkO2g,,BORAN THAI RESTAURANT,5401 HOLLYWOOD BLVD,LOS ANGELES
1362,Panda Express,,37.0,2.0,$,"Chinese, Fast Food",33.96967,33.96967,bw92XKUbwwz9JRPsUL5UNA,,PANDA EXPRESS #913,7000 EASTERN AVE STE #C,BELL GARDENS
1363,Tony's Deli & Mexican Food,,98.0,3.0,$,"Mexican, Delis",34.2856210098295,34.2856210098295,moLiPJmYmFYcNB18zDg2xg,,TONY'S DELI AND MEXICAN GRIL,11856 1/2 BALBOA BLVD,GRANADA HILLS
1364,Estrella Meat Market,,9.0,3.5,$$,"Meat Shops, Cheese Shops, Fruits & Veggies",34.0799112278509,34.0799112278509,av2JJyi8HvCT_tYfU-fPwQ,,ELWIN MEAT MARKET,13100 RAMONA BLVD,BALDWIN PARK
1365,Greek Tommy's Burger,,11.0,2.5,$,Burgers,34.0483997762203,34.0483997762203,RpyUCxTT0sNpIwE8zzXkxQ,,STAR BURGER,1275 S BRONSON AVE,LOS ANGELES
1366,Walgreens,,59.0,3.0,$$,"Drugstores, Cosmetics & Beauty Supply, Convenience Stores",34.0904898,34.0904898,KsFEJ_CMzI1SjDGHB1lvDA,,WALGREENS #12057,1050 N HIGHLAND AVE,LOS ANGELES
1367,La Brea Seafood,,50.0,4.0,$,"Seafood, Seafood Markets",33.9758675,33.9758675,LYYOmE94DmK_D24MJdxknA,,LA BREA SEAFOOD,945 N LA BREA AVE,INGLEWOOD
1368,Subway,,38.0,2.5,$,Sandwiches,33.9241331,33.9241331,xrYbAqYCYvAeSAIqQqoyew,,SUBWAY #2637,8011 E IMPERIAL HWY,DOWNEY
1369,Uncle Henry's Deli,,574.0,4.5,$$,"Delis, American (Traditional), Beer Bar",33.9588097,33.9588097,E7Yip-k3VwcyVNYrNhhEaQ,,UNCLE HENRY'S DELI,7400 FLORENCE AVE,DOWNEY
1370,,,,,,,,,,,LUCKY'S SMOKE SHOP & MINI MART,1037 E AVE J,LANCASTER
1371,S&S Antojitos,,2.0,5.0,,Salvadoran,33.9942614331462,33.9942614331462,pBzxfotW1NHuvy4W2SYsMQ,,S & S ANTOJITOS,5227 S NORMANDIE AVE,LOS ANGELES
1372,Friendly Hills Country Club,,80.0,4.5,,"Golf, Venues & Event Spaces, Country Clubs",33.95939,33.95939,9TocJvHf7jkBD9Rkoi6e_g,,FRIENDLY HILLS SNACK BAR,8500 S VILLAVERDE DR,WHITTIER
1373,Taqueria Chihuahua,,264.0,4.0,$,Mexican,33.9829099,33.9829099,JDT9ke8HPnhM3aXvKCKeqw,,TAQUERIA CHIHUAHUA,505 WASHINGTON BLVD,MARINA DEL REY
1374,Grilliant,,337.0,4.0,$$,Mediterranean,34.15216,34.15216,ehzHIJsAFEyP39kO4drcOg,,GRILLIANT,4007 RIVERSIDE DR,BURBANK
1375,,,,,,,,,,,ALBERTSON'S #148 - DELI,15200 ROSECRANS AVE,LA MIRADA
1376,Ranch Town Liquor & Deli,,6.0,2.0,$$$,"Beer, Wine & Spirits",34.0573577880859,34.0573577880859,Ae6TX-k532YlIKoTHtQidw,,RANCH TOWN MARKET,522 E VINE AVE,WEST COVINA
1377,Nachos Mexican Food,,95.0,4.0,$,"Mexican, Breakfast & Brunch, American (Traditional)",33.8820277154446,33.8820277154446,jcm06RNlG9ASCtAFxl16dA,,NACHO'S MEXICAN FOOD,9834 E FLOWER ST,BELLFLOWER
1378,Kino Sushi,,363.0,3.5,$$,"Sushi Bars, Asian Fusion, Ramen",34.101762,34.101762,YCZlLvf4uTafJzSg2zqpFA,,KINO SUSHI,6721 HOLLYWOOD BLVD,LOS ANGELES
1379,AGC Liquor,,8.0,5.0,$$,"Beer, Wine & Spirits",34.09538,34.09538,JJRhRqYuQuBL9loB6MqGNw,,AGC LIQUOR,4323 W SUNSET BLVD,LOS ANGELES
1380,DC Cafe Donuts,,4.0,3.0,$,Donuts,34.1940918133432,34.1940918133432,QzQeXAcm3d6XZtZGBHoOMQ,,DC CAFE DONUTS,13637 VANOWEN ST,VAN NUYS
1381,Mr Steve's Donuts,,1.0,4.0,$,Donuts,33.9778870150733,33.9778870150733,R0IG82YJk-EEr3iYIV0feA,,MR. STEVE'S DONUT,6200 EASTERN AVE STE STE-L,BELL GARDENS
1382,Got Sushi & King's burgers,,1497.0,4.0,$$,"Burgers, Sushi Bars",34.24044,34.24044,hRrYdmRtE8rp6iQW5Kn5aQ,,KING'S CHARBROILED BURGER,9345 RESEDA BLVD,NORTHRIDGE
1383,Maynila On Main Street,,85.0,3.0,$$,Filipino,33.826763,33.826763,sdjQAaKp-aopMgm1jFGEYg,,MAYNILA ON MAIN ST.,22102 S MAIN ST,CARSON
1384,Hamilton Place Cafe,,19.0,4.5,$,Cafes,33.8485097,33.8485097,eWj-L8wD9JfQbGKJoqHoIQ,,HAMILTON PLACE CAFE,20101 HAMILTON AVE STE 180,TORRANCE
1385,Grand Sumo Tournament @ LA Sports Arena,,3.0,4.5,,Arts & Entertainment,34.0115089416504,34.0115089416504,bXrjbE4iWjEhheHav0xopw,,LA SPORTS ARENA #818,3939 S FIGUEROA ST,LOS ANGELES
1386,Vons,,124.0,3.0,$$,Grocery,33.99502390788731,33.99502390788731,Kwuuh1-nLqADT69Wa4vUsg,,VONS #3086 (BAKERY),2122 S HACIENDA BLVD,HACIENDA HEIGHTS
1387,Mission Wine & Spirits,,54.0,4.0,$$,"Beer, Wine & Spirits",34.13874,34.13874,3--1a1bsrFV0tXmFpohjWg,,MISSION WINE & SPIRITS 4,708 S GLENDALE AVE,GLENDALE
1388,The Larchmont,,246.0,4.0,$$$,"American (Traditional), Breakfast & Brunch, Cocktail Bars",34.0834154,34.0834154,vYODtuNU5oB6tyGCOreVlw,,THE LARCHMONT,5750 MELROSE AVE,LOS ANGELES
1389,Bull Demon King Restaurant,,209.0,3.5,$$,Noodles,34.1077063,34.1077063,pb3lBiZ6ad1WpTujwOuZ5A,,BULL DEMON KING CAFE,5953 TEMPLE CITY BLVD,TEMPLE CITY
1390,Loving Hut Claremont,,477.0,3.5,$$,"Vegan, Gluten-Free, Asian Fusion",34.095464,34.095464,-Rk11WNVhdTin7oiLV1dVw,,LOVING HUT CLAREMONT VEGAN,175 W INDIAN HILL BLVD B102A,CLAREMONT
1391,Dino's Burgers,,541.0,3.5,$,Burgers,34.0663399,34.0663399,OHlCJxiL5Nizms_3Ey9RIw,,DINO'S BURGERS,2817 N MAIN ST,LOS ANGELES
1392,Lara's Market,,3.0,3.5,,Grocery,34.049493,34.049493,4GC0zw9oEZBzuIOWFtMpFQ,,LARA'S MARKET,700 N FICKETT ST,LOS ANGELES
1393,Twist & Grill,,137.0,3.5,$,"Mediterranean, Wraps",34.0491055,34.0491055,EgRkCh4c4i8uFrCrMQFSvg,,TWIST-GRILL,735 S FIGUEROA ST #114,LOS ANGELES
1394,,,,,,,,,,,YAMAKASE,10422 NATIONAL BLVD,LOS ANGELES
1395,Farmers Market To Go,,297.0,3.5,$$,"Farmers Market, Mexican, French",33.9411401917076,33.9411401917076,zKy4KXiALHDYUp-NP4nRHQ,,FARMERS MARKET COFFEE TO GO,500 WORLD WAY T5B,LOS ANGELES
1396,Sprouts Farmers Market,,285.0,3.5,$$,"Grocery, Health Markets, Organic Stores",33.868546,33.868546,CY5I7BrcpYP1pX4DRrgenA,,SPROUTS MEAT,1515 HAWTHORNE BLVD,REDONDO BEACH
1397,Jinza Teriyaki,,482.0,4.0,$,"Japanese, Korean, Hawaiian",34.0468669,34.0468669,umYtjrfYeKdFwH9rIoBCLQ,,JINZA TERIYAKI,3425 POMONA BLVD,POMONA
1398,Starbucks,,152.0,3.0,$,Coffee & Tea,33.981598,33.981598,tYpR0tDfAkbR7oyLcgSKng,,STARBUCKS COFFEE #8608,12313 W JEFFERSON BLVD,CULVER CITY
1399,BBQ Chicken,,218.0,3.0,$$,"Korean, Chicken Wings, Barbeque",34.060115814209,34.060115814209,n8LWMC4uRcDOmtb8jq8qog,,BBQ CHICKEN L.A.,698 S VERMONT AVE STE 101,LOS ANGELES
1400,Pick Up Stix,,138.0,3.0,$,"Chinese, Asian Fusion",34.1490196799153,34.1490196799153,Cq-TwJrCR2m4XdEU4E1Atw,,PICK UP STIX,30734 RUSSELL RANCH RD,WESTLAKE VILLAGE
1401,El Compadre,,755.0,3.5,$$,"Mexican, Cocktail Bars",34.07513,34.07513,2hWFIL6qJI6FgqmKdXLFKA,,EL COMPADRE,1449 W SUNSET BLVD,LOS ANGELES
1402,El Pescador - La Mirada,,144.0,3.5,$$,"Mexican, Seafood",33.9188995361328,33.9188995361328,dst13TEyw6zD2j-rzBJkzg,,EL PESCADOR,12246 LA MIRADA BLVD,LA MIRADA
1403,,,,,,,,,,,MUSHROOM HOUSE,2426 W 8TH ST STE 109,LOS ANGELES
1404,The Oinkster,,3648.0,4.0,$$,"American (Traditional), Bars, Sandwiches",34.1395072937012,34.1395072937012,df6TLmeTiLyzrKnAPKnn2w,,THE OINKSTER,2005 COLORADO BLVD,LOS ANGELES
1405,Smart & Final Extra!,,50.0,3.5,$$,Grocery,33.8353334,33.8353334,q9w8L9pAJV2u-a-JIXOrlQ,,SMART & FINAL # 598,4237 WOODRUFF AVE,LAKEWOOD
1406,Chau's 76,,15.0,3.5,,Gas Stations,34.06952,34.06952,rUyxL8i7mxviQk-kT4S0sQ,,CHAU'S 76,632 N GARFIELD AVE,MONTEREY PARK
1407,Rite Aid,,254.0,2.5,$$,"Drugstores, Convenience Stores",34.06999,34.06999,A-lWA7327UiTqyki_BjG9A,,RITE AID - FRESH DAY CAFE,300 N CANON DR,BEVERLY HILLS
1408,Del Taco,,60.0,3.0,$,Mexican,34.0104304254055,34.0104304254055,_qlV6EiEl8R7bJ-8_zrrhQ,,DEL TACO #102,1110 S HACIENDA BLVD,HACIENDA HEIGHTS
1409,Oren Shabu,,106.0,4.0,$$,"Japanese, Korean",34.0626803237027,34.0626803237027,zgraCRkHYREX6P36UEhcVw,,O-REN SHABU,3785 WILSHIRE BLVD STE 32,LOS ANGELES
1410,,,,,,,,,,,THE BLVD,4537 E WHITTIER BLVD,LOS ANGELES
1411,Ichiban,,767.0,3.5,$$,"Sushi Bars, Japanese",34.145567,34.145567,oy2QsY6RpqrwxdzwnRHScw,,ICHIBAN,120 S BRAND BLVD,GLENDALE
1412,Farm Boy,,335.0,4.0,$,Grocery,34.1577998144527,34.1577998144527,ZvMFaGjnjSjDgNsomsz9eA,,FARM MARKET,14107 RIVERSIDE DR,SHERMAN OAKS
1413,Starbucks,,71.0,3.0,$,Coffee & Tea,34.408119,34.408119,YqatVrMX7dp7NiWvJOQBjA,,STARBUCKS COFFEE #6693,26802 THE OLD RD,VALENCIA
1414,Fisherman's Outlet,,1158.0,4.0,$$,"Seafood Markets, Seafood",34.04083,34.04083,TQjFx3yzyUYBdWb-MpIfvQ,,FISHERMAN'S OUTLET RESTAURAN,529 S CENTRAL AVE,LOS ANGELES
1415,Costco,,485.0,3.0,$$,Wholesale Stores,34.1812906485636,34.1812906485636,gYuACmVqCVEj8qGuqb0VRQ,,COSTCO WHOLESALE #48 MEAT,6100 SEPULVEDA BLVD,VAN NUYS
1416,,,,,,,,,,,THE CANYON CAFE,21726 PLACERITA CANYON RD,NEWHALL
1417,Litz Restaurant,,200.0,3.5,$$,"Singaporean, Chinese",34.0627799,34.0627799,RP9w-AwuRTXiJZBFclWw-g,,LITZ RESTAURANT,201 E GARVEY AVE,MONTEREY PARK
1418,House of Curry,,228.0,4.0,$$,"Indian, Halal, Himalayan/Nepalese",34.04013967,34.04013967,7pKS39Tdt0c1hAhdxOWZqA,,HOUSE  OF  CURRY,1888 S WESTERN AVE,LOS ANGELES
1419,Magnolia Bakery Los Angeles,,1516.0,4.0,$$,"Bakeries, Desserts, Cupcakes",34.073164,34.073164,-sNOAqi6lHyurWX3wvAHUQ,,MAGNOLIA BAKERY,8389 W 3RD ST,LOS ANGELES
1420,,,,,,,,,,,"MAROUGAS,CHRISTOS",1220 FIRESTONE BLVD,LOS ANGELES
1421,,,,,,,,,,,BOBA BODEGA,9870 GARVEY AVE STE C,EL MONTE
1422,,,,,,,,,,,BISTRO KA,6600 TPNG CYN BLVD UNIT 2010A,CANOGA PARK
1423,Curry House,,176.0,3.5,$$,Japanese,34.0627365112305,34.0627365112305,GsWi6n8f0n6p7jd7DZEq3Q,,CURRY HOUSE-KOREATOWN,621 S WESTERN AVE STE #208B,LOS ANGELES
1424,Mariscos La Corita,,118.0,4.5,$$,"Mexican, Seafood",34.00225,34.00225,_k7GvWRH72vd4N8b70uT9g,,MARISCOS LA CORITA,4504 S AVALON BLVD,LOS ANGELES
1425,,,,,,,,,,,BON APPETIT @ YAHOO COFFEE 29320,3333 EMPIRE AVE,BURBANK
1426,El Carbonero,,64.0,2.5,$$,Spanish,34.578679,34.578679,zYYEMagurc4dSkOIikXqFA,,EL CARBONERO RESTAURANT,232 E PALMDALE BLVD,PALMDALE
1427,,,,,,,,,,,CHAYO MARKET,2916 MAPLE AVE,LOS ANGELES
1428,Los Angeles Convention Center,,364.0,3.5,,"Venues & Event Spaces, Party & Event Planning",34.040329,34.040329,wFxDli2tlPCRbPU42S-o1g,,LA CONVENTION CENTER GALAXY RESTAURANT - LACC,1201 S FIGUEROA ST,LOS ANGELES
1429,Wong's Acupuncture & Herbs,,2.0,5.0,,,34.07757,34.07757,YxagK6J6Wu9n8cRGMhidRg,,WONG'S ACCUPUNCTURE & HERBS,1108 W VALLEY BLVD STE 5,ALHAMBRA
1430,208 Rodeo,,798.0,3.5,$$$,"American (New), French, Seafood",34.0671885,34.0671885,Pm2XIvuYeOXa_FxoGdMEQg,,208 RODEO PREP ROOM,208 N RODEO DR,BEVERLY HILLS
1431,China Bowl Express,,30.0,3.0,$,Chinese,33.8316949,33.8316949,gg-icTXD5R8Gr2IgQBl04w,,CHINA BOWL/LOUISIANA CHICKEN,1225 W CARSON ST,TORRANCE
1432,Pizza Hut,,58.0,2.5,$,"Pizza, Italian, Chicken Wings",34.1300368784013,34.1300368784013,qjek3iorOOf0k8vPop_N-w,,PIZZA HUT DELIVERY #026197,1261 S CENTRAL AVE,GLENDALE
1433,Venice Cucina,,219.0,4.0,$$,"Italian, Diners, Breakfast & Brunch",33.98858,33.98858,dah2hZx_e-nCS9vmPJZEfQ,,VENICE CUCINA,209 WINDWARD AVE,VENICE
1434,Aroma Cafe,,8.0,4.0,$,"Cafes, Coffee & Tea, Convenience Stores",34.17875,34.17875,Zk6vAlsmBLMltyIRvSmFBA,,AROMA CAFE,21700 OXNARD ST STE 110,WOODLAND HILLS
1435,Pressed Juicery,,86.0,4.5,$$,"Juice Bars & Smoothies, Vegan, Health Markets",34.068583,34.068583,8SiibJtRe7xSEvCxnQtTEw,,PRESSED JUICERY,430 N BEDFORD DR,BEVERLY HILLS
1436,Pho 21,,794.0,4.5,$,Vietnamese,34.20135,34.20135,q3oMn2rmLzo8B8KilfNQvg,,PHO 21,21525 SHERMAN WAY,CANOGA PARK
1437,La Fogata Restaurant,,182.0,3.5,$$,Mexican,34.0670928955078,34.0670928955078,PRKNg1nNS7pp_zqEV11Nyw,,RESTAURANT LA FOGATA,13900 E FRANCISQUITO AVE STE A,BALDWIN PARK
1438,Taco Bell,,170.0,2.0,$,"Mexican, Fast Food",34.0222045447373,34.0222045447373,N97-1xyQAJ0g0lpL2yLUCA,,TACO BELL #19545,218 S DIAMOND BAR BLVD,DIAMOND BAR
1439,,,,,,,,,,,KINGS DONUTS & CROISSANTS,1955 S HOOVER ST,LOS ANGELES
1440,Camino Real Restaurant,,85.0,4.5,$$,"Mexican, Breakfast & Brunch",34.0536705,34.0536705,GhAU2z5gM86AtvQXmBweYA,,CAMINO REAL,13756 AMAR RD,ROWLAND HEIGHTS
1441,Yozen Frogurt,,144.0,4.0,$,"Ice Cream & Frozen Yogurt, Gelato",34.1880627314871,34.1880627314871,LNxgz1s8hCjunS45kuMNoA,,YOZEN FROGURT,6450 PLATT AVE,WEST HILLS
1442,Spruzzo Restaurant & Bar,,400.0,4.0,$$,"Italian, Seafood, Cocktail Bars",34.01706,34.01706,67rVv6kXvj2QMmyhuONbTQ,,SPRUZZO PIZZERIA CAFE,29575 PACIFIC COAST HWY # #V,MALIBU
1443,US 98 Plus,,1.0,1.0,,,34.0626349300146,34.0626349300146,5RFAQm8tzoLSOSotzSZajg,,U S WATER PLUS,8530 GARVEY AVE,ROSEMEAD
1444,Ho Ho Fu BBQ Dimsum,,2.0,2.5,,Chinese,34.06036,34.06036,jpv2q8kQPr_4rsq1EafYfw,,SUNLAKE BBQ DIMSUM,420 ORD ST,LOS ANGELES
1445,Burger King,,30.0,2.5,$,"Burgers, Fast Food",34.22089,34.22089,N4uc2AYqB7zfoPcIwhssgg,,BURGER KING,15554 ROSCOE BLVD,VAN NUYS
1446,Cuko's Restaurant & Bakery,,4.0,4.5,$,"Bakeries, Mexican",33.8849424,33.8849424,N9VjVKjDumVtFxaqU0tkYA,,CUKOS RESTAURANT & BAKERY,2314 REDONDO BEACH BLVD,TORRANCE
1447,The Cheesecake Factory,,1228.0,3.0,$$,"Desserts, American (Traditional)",34.189291,34.189291,mLO6IQzBDVqVH9SIWuocjw,,THE CHEESECAKE FACTORY,6600 TOPANGA CANYON BLVD #51E,CANOGA PARK
1448,Oxman's Surplus,,32.0,4.5,$$,Military Surplus,33.9023597,33.9023597,1oscHuR6fQ9FF2NjMZ3ciA,,OXMAN'S SURPLUS INC.,14128 E ROSECRANS AVE,SANTA FE SPRINGS
1449,Party City,,111.0,2.5,,Party Supplies,34.1259118856337,34.1259118856337,NGERpKkk3fBr4d18JgxCkA,,PARTY CITY,2935 LOS FELIZ BLVD,LOS ANGELES
1450,Los Angeles Convention Center,,364.0,3.5,,"Venues & Event Spaces, Party & Event Planning",34.040329,34.040329,wFxDli2tlPCRbPU42S-o1g,,LA CONVENTION CENTER STAND 3,1201 S FIGUEROA ST,LOS ANGELES
1451,One Plus One Melting Pot,,36.0,3.0,$,"Asian Fusion, Soup",34.0802011807451,34.0802011807451,v1nwG1YzPQ9S3Awg_joXoA,,ONE PLUS  ONE MELTING POT,8526 VALLEY BLVD 106,ROSEMEAD
1452,HomeTown Buffet,,118.0,2.0,$$,"Buffets, American (New)",33.9802498,33.9802498,jd2OB12hLOWTWghh1MrlbA,,HOMETOWN BUFFET #767,6257 S ATLANTIC AVE,BELL
1453,,,,,,,,,,,SIMPLE SMART GOURMET,3731 ROBERTSON BLVD,CULVER CITY
1454,Azuma Japanese Restaurant,,845.0,4.0,$$,Japanese,33.88431,33.88431,l5tMS0O4zy1568ygy8jmug,,AZUMA JAPANESE RESTAURANT,16123 S WESTERN AVE,GARDENA
1455,Mae Ploy Restaurant,,412.0,3.5,$,Thai,34.0799801,34.0799801,fR6jX2CTXQQh7bSzJi-t4g,,MAE PLOY RESTAURANT,2606 W SUNSET BLVD,LOS ANGELES
1456,Fatburger,,137.0,3.5,$$,"Burgers, Fast Food, American (Traditional)",34.1370582397355,34.1370582397355,QhL3wpz0dlC1LWfa5vrVGA,,FATBURGER,10600 1/2 VENTURA BLVD,STUDIO CITY
1457,La Penita Restaurant,,95.0,4.5,$,Mexican,33.875659942627,33.875659942627,HRDlT-Dg91KpZBv7z3lg0w,,LA PENITA,200 LONGFELLOW AVE,HERMOSA BEACH
1458,Undergrind Cafe,,867.0,4.5,$,"Cafes, Coffee & Tea, Breakfast & Brunch",34.03734,34.03734,BFnR7RkLsDUoLd9P3z2l9Q,,UNDERGRIND CAFE,2713 S ROBERTSON BLVD,LOS ANGELES
1459,,,,,,,,,,,SHISHIKYAN STEPHAN,5135 W SUNSET BLVD,LOS ANGELES
1460,Stater Bros. Markets,,58.0,3.0,$$,"Grocery, Delis, Butcher",33.88871,33.88871,QVh9YCa0qTEkfle0L6OiRA,,STATER BROS MKT #153 (MEAT),8640 E ALONDRA BLVD,PARAMOUNT
1461,Denny's,,148.0,2.5,$,"Diners, Breakfast & Brunch, American (Traditional)",33.9797931594598,33.9797931594598,ZFK7jentmckJdmML3kOTRg,,DENNY'S #7043,11891 E WHITTIER BLVD,WHITTIER
