,name,address,review_count,rating,price,categories,latitude_yelp,longitude_yelp,yelp_id,hours,program_name,facility_address,facility_city,latitude,longitude
1354,Starbucks,,36,4,$$,Coffee & Tea,34.039146,-118.264401,VfHqkCfNlEkZJD9oYwfWCg,,STARBUCKS,1249 S GRAND AVE,LOS ANGELES,,
1355,Spudnuts Donuts,,19,4.5,,Donuts,34.7051,-118.16487,NmtyPnSGjGSBGsrblShszg,,SPUDNUTS DONUTS,1841 WEST AVE I # 101,LANCASTER,,
1356,Mali Thai Street Food,,350,4,$,Thai,33.99020524,-117.924754,1xg0f0E4IZRKJ-0v8K-Lww,,MALI STREET FOOD,17490 COLIMA RD # B,ROWLAND HEIGHTS,,
1357,Pizza 21,,134,5,$$,Pizza,33.97186589,-118.0737144,a9Oo2cUQXv4V7sNzlWiMNQ,,PIZZA 21,8017 NORWALK BLVD,WHITTIER,,
1358,7-Eleven,,24,2.5,$,"Convenience Stores, Coffee & Tea",34.0205012,-118.4035892,sLWQa08jMWJR16L_3jb4wg,,7-ELEVEN STORE 21479E,10356 VENICE BLVD,CULVER CITY,,
1359,SomiSomi,,192,4.5,$,"Desserts, Ice Cream & Frozen Yogurt, Korean",33.86337136,-118.0951844,x6PbtKZBcKUZBolMttioiA,,SOMISOMI,9005 LOS CERRITOS MALL,CERRITOS,,
1360,,,,,,,,,,,"WESTERN REFINING RETAIL, LLC STORE #68512",22001 VANOWEN ST,CANOGA PARK,,
1361,,,,,,,,,,,HG COVINA MARKET,836 N GLENDORA AVE,COVINA,,
1362,Pho Hoan My,,74,4.5,$,Vietnamese,34.2008651,-118.5801033,XrySuz6qrI9pTQUVviEgzA,,PHO HOAN MY,20506 SHERMAN WAY,WINNETKA,,
1363,Tom's Jr's Burgers,,51,3,$,"Fast Food, Burgers",34.06561,-118.21568,#NAME?,,TOM'S JR. BURGER,1883 DALY ST,LOS ANGELES,,
1364,,,,,,,,,,,RIVIERA MAYA,1817 E AVE Q UNIT A14,PALMDALE,,
1365,Starbucks Reserve,,164,3.5,$,Coffee & Tea,34.077232,-118.26489,D4dSsk0Z8-CvCe2uEJ4fKA,,STARBUCKS #53657,2134 W SUNSET BLVD,LOS ANGELES,,
1366,Tasty Dumpling Kitchen,,15,4,,Chinese,34.07873,-118.05088,0QswL6CGgeg3t50PUE-xnw,,TASTY DUMPLING KITCHEN,10053 VALLEY BLVD STE 5,EL MONTE,,
1367,101 North Eatery & Bar,,269,4.5,$$,"American (New), Cocktail Bars, Breakfast & Brunch",34.14788,-118.795482,6qvuDks870b-2ex8xERY1g,,101 NORTH EATERY AND BAR,30760 RUSSELL RANCH RD # D,WESTLAKE VILLAGE,,
1368,7-Eleven,,4,3.5,$,"Convenience Stores, Gas Stations, Coffee & Tea",34.57983,-118.11623,Scxd6aR2_CUckUFgsjR-1Q,,7-ELEVEN STORE 24483C,703 E PALMDALE BLVD,PALMDALE,,
1369,Walt's Bar,,84,4.5,$$,Bars,34.1297,-118.21647,xAb3h2aDCWNjpr48bIRQBw,,WALT'S,4680 EAGLE ROCK BLVD,LOS ANGELES,,
1370,Shabu Hyang,,663,4,$$,"Korean, Japanese, Asian Fusion",34.06190712,-118.3096816,Aeq9k4UbQwCRdbc7UBD99w,,SHABU HYANG,3807 WILSHIRE BLVD # 120,LOS ANGELES,,
1371,MI Pueblo VIEJO Restaurant & BAR,,9,2,,"Salvadoran, Bars",34.03957,-118.32701,Jr634Nn0uwnFc4copd3pxw,,MI PUEBLO VIEJO RESTAURANT,4000 W WASHINGTON BLVD,LOS ANGELES,,
1372,,,,,,,,,,,"LAFC - 02.40.01, 02.40.02 / THE ROOST",3939 S FIGUEROA ST,LOS ANGELES,,
1373,Tocaya Organica - Century City,,350,4,$$,"Mexican, Vegan, Gluten-Free",34.0599599,-118.41982,1iH0JS9j41v_i7hxuUL8Yw,,TOCAYA ORGANICA,10250 SANTA MONICA BLVD # 2300,LOS ANGELES,,
1374,Rock'n Egg Cafe,,302,4,$$,"Breakfast & Brunch, Diners, Sandwiches",34.12768,-118.21722,Pv-W2zxtQYuHssBI8gty6A,,ROCK'N EGG CAFE,4616 EAGLE ROCK BLVD,LOS ANGELES,,
1375,SaMo Pizza,,108,4.5,$,"Pizza, Salad, Sandwiches",34.0180181,-118.4725008,qTnVpBCf3ZHDCxvRJR9QJg,,SAMO PIZZA,1711 PICO BLVD,SANTA MONICA,,
1376,La Pergoletta Deli,,22,4.5,$$,Delis,34.10387734,-118.2869927,xhmYU9dQ2lSpv5Ei6dhcNA,,LA PERGOLETTO DELI,1800 1/2 HILLHURST AVE,LOS ANGELES,,
1377,Del Taco,,37,4,$$$$,"Fast Food, Mexican",34.03477,-118.47948,mfTQzvdSQZElTO248X0NIA,,DEL TACO #1231,2425 WILSHIRE,SANTA MONICA,,
1378,,,,,,,,,,,"FORYOU WEALTH, INC",733 W NAOMI AVE STE M,ARCADIA,,
1379,WaBa Grill,,24,3,$,"Fast Food, Asian Fusion",34.069342,-117.9728,hJLmXFBr30MHy6jSloG8yw,,WABA GRILL - BALDWIN PARK GARVEY,13916 GARVEY AVE # 103,BALDWIN PARK,,
1380,Love Shrimp Thai Thai,,18,4,$$,"Thai, Seafood",34.0833951,-118.3052462,UJ1AAQfP9i-Hw4dAqVNaxg,,LOVE SHRIMP THAI THAI,4814 MELROSE AVE,LOS ANGELES,,
1381,Hyperion Gelato,,37,5,$,"Gelato, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies",34.108214,-118.271592,SxwwTIDtuGkm2doMkC9g9g,,HYPERION GELATO,2806 HYPERION AVE,LOS ANGELES,,
1382,La Casa Eatery,,27,4.5,,"Sandwiches, Pizza, Salad",34.194071,-118.483463,w9YopcDEI3R0RtVPauIh1w,,LA CASA EATERY,16067 VANOWEN ST,VAN NUYS,,
1383,Bob’s Discount Furniture and Mattress Store,,125,2.5,$$,"Mattresses, Home Decor, Furniture Stores",34.38574,-118.57026,b2wSApcfvLSM2SAU75E-RQ,,BOB'S DISCOUNT FURNITURE #188,25560 THE OLD RD,SANTA CLARITA,,
1384,7-Eleven,,3,2.5,$,"Convenience Stores, Coffee & Tea",33.98370985,-118.2249337,GdklPN_T7zSCKxLdGVW02g,,7- ELEVEN STORE 34372B,6224 PACIFIC BLVD,HUNTINGTON PARK,,
1385,Milpa Grille,,133,5,$,Latin American,34.0454289,-118.2043142,Wbysqh4S6OlrTy8oRuitpw,,MILPA GRILL,2633 E CESAR CHAVEZ AVE,LOS ANGELES,,
1386,,,,,,,,,,,RALPHS MARKET #83 - STARBUCKS,13321 E SOUTH ST,CERRITOS,,
1387,Gloria's Pueblito,,19,4.5,,Mexican,33.9821249,-118.2385884,jYND60x-RhWLWhYgymVeiw,,GLORIA'S PUEBLITO,1913 E GAGE AVE,LOS ANGELES,,
1388,Premier Dessert Art,,353,4,$,Desserts,34.062744,-118.129608,EY2nlapvv9dsEGD4z1Pk6w,,PREMIER DESSERT ART,501 W GARVEY AVE STE 107,MONTEREY PARK,,
1389,It's Boba Time,,91,4,$,"Bubble Tea, Juice Bars & Smoothies, Cafes",34.405076,-118.463217,7VgBzCGWOtJXKesao2yMWA,,IT'S BOBA TIME,18729 VIA PRINCESSA AVE,SANTA CLARITA,,
1390,,,,,,,,,,,DICKEYS COMPTON,116 E COMPTON BLVD,COMPTON,,
1391,7-Eleven,,17,3.5,$,"Convenience Stores, Coffee & Tea",34.1544398,-118.7894828,4pW1dF_gNMPXuoNlqEGLag,,7-ELEVEN STORE 13882A,5683 N LAKE LINDERO DR,AGOURA HILLS,,
1392,,,,,,,,,,,DEDE'S FISH MARKET,38416 E 10TH ST,PALMDALE,,
1393,Pozzetto Italian Dining,,533,4.5,$$,"Pizza, Italian",34.1065251,-117.8077666,f35YQYlYhn81m2ZKVgM-ug,,POZZETO ITALIAN DINING,114 W BONITA AVE,SAN DIMAS,,
1394,Groundwork Coffee Co.,,64,4,$,"Coffee & Tea, Breakfast & Brunch, Caterers",34.07458,-118.32329,p1R2_VxQwCenSZdeYMqVvA,,GROUNDWORK COFFEE,150 N LARCHMONT BLVD,LOS ANGELES,,
1395,,,,,,,,,,,FAMILY FRESH NUTRITIONAL,1706 S WESTERN AVE,LOS ANGELES,,
1396,Il Capo Gourmet Food,,23,4.5,$,"Argentine, Italian, Sandwiches",34.086757,-117.8904113,5YUxJ8IBKV5XmJqdBexO_g,,IL CAPO GOURMET FOODS,117 N CITRUS AVE,COVINA,,
1397,,,,,,,,,,,BENNY'S DELI,8923 WOODMAN AVE,ARLETA,,
1398,Wanderlust Creamery,,391,4.5,$$,"Desserts, Ice Cream & Frozen Yogurt",33.99992,-118.46543,_i5E3NvaZFuSkykJX1by0g,,WANDERLUST CREAMERY VENICE,609 LINCOLN BLVD STE B,VENICE,,
1399,Chicago's Pizza With A Twist,,288,4,$$,"Pizza, Chicken Wings, Gluten-Free",33.85879992,-118.0825296,pTAg1bwiqvW4ruCXcStiSg,,CHICAGO PIZZA WITH A TWIST,11767 SOUTH ST,CERRITOS,,
1400,,,,,,,,,,,BUDDY CHICKEN,100 W BROADWAY ST STE FC-03,GLENDALE,,
1401,True Food Kitchen,,2341,4,$$,"American (New), Vegetarian, Vegan",34.0129682,-118.494447,4W00cA8LQobxlk8Zj9aJaA,,TRUE FOOD KITCHEN,395 SANTA MONICA PL BLDG 172,SANTA MONICA,,
1402,,,,,,,,,,,CIABATTA,6565 W SUNSET BLVD STE 120,LOS ANGELES,,
1403,Big Fish Japanese Cuisine,,347,4,$$,"Japanese, Sushi Bars",34.14994879,-118.4309835,yP3h_GwxwLi13v-QMYU1WA,,BIG FISH SUSHI,4364 WOODMAN AVE,SHERMAN OAKS,,
1404,Super HK,,20,2.5,$$$,"International Grocery, Seafood Markets",33.83280859,-118.0642671,qNlWqxMfWDjqibh3ZAgCuA,,"SUPER HK, HG LLC - MAIN MARKET",12565 CARSON ST,HAWAIIAN GARDENS,,
1405,Troys Donuts & Burgers,,40,4,$,"Burgers, Donuts, Juice Bars & Smoothies",34.130576,-118.001536,#NAME?,,TROY DOUNTS AND BURGERS,1835 S MYRTLE AVE,MONROVIA,,
1406,Native Fields,,561,4.5,$$,"Cafes, American (New), Breakfast & Brunch",34.0277745,-117.8933731,Z-qNFbn7ClSfxyYheMKO1g,,NATIVE FIELDS RESTAURANT,18750 AMAR RD,WALNUT,,
1407,Best Donuts,,2,3.5,,"Donuts, Juice Bars & Smoothies, Sandwiches",34.01138,-118.30941,SUFmhnr7kEy4n68EZ18B7g,,BEST DONUTS,3991 S WESTERN AVE UNIT 1,LOS ANGELES,,
1408,Pisco Sour Market,,16,3.5,,"Peruvian, Beer, Wine & Spirits, Imported Food",34.2211469,-118.5529812,sCMUu_fXKFjuz-mvvBhI1A,,PISCO SOUR MARKET - MEAT MARKET,19239 ROSCOE BLVD,NORTHRIDGE,,
1409,Honeybird,,150,4,$$,"Southern, Chicken Shop, Desserts",34.024758,-118.284446,RAzUPIaCuqufZoPV9gwzUQ,,HONEYBIRD,3201 S HOOVER ST STE 1835,LOS ANGELES,,
1410,Real Grill Teriyaki,,63,4.5,$,Japanese,33.942082,-118.0290413,Z0_jj28NkLPS-E9YeOazew,,REAL GRILL TERIYAKI,10068 MILLS AVE,WHITTIER,,
1411,,,,,,,,,,,PROTEINELA,12243 SANTA MONICA BLVD,LOS ANGELES,,
1412,Chipotle Mexican Grill,,77,2.5,$,"Fast Food, Mexican",34.069297,-117.9721197,Lgt_jGo4fHYiZCMlq_iJhg,,CHIPOTLE MEXICAN GRILL,13916 GARVEY AVE,BALDWIN PARK,,
1413,La Vaca Brazilian Grill,,68,3,$$,"Brazilian, Barbeque, Salad",34.0590031,-118.418866,h7bYhg1wvmBhoGOZlLw3Mg,,LA VACA REMOTE STORAGE,10250 SANTA MONICA BLVD # SFC09,LOS ANGELES,,
1414,La Michoacana Ice Cream Parlor,,66,2.5,$,Ice Cream & Frozen Yogurt,34.57225,-118.04567,mnlFs80ZOyCReXPwwYAqUA,,EMERITA'S LA MICHOACANA ICE CREAM PARLOR,37951 47TH ST # A1,PALMDALE,,
1415,Nuevo Amanecer Restaurant,,5,5,,"Mexican, Seafood, Breakfast & Brunch",34.02067433,-118.1304647,PWaRPcPB4eMd1Iot_Jbawg,,NUEVO AMANECER MEXICAN & SEAFOOD,2551 W BEVERLY BLVD,MONTEBELLO,,
1416,Roscoe Bakery,,211,4.5,$$,"Coffee & Tea, Bakeries, Custom Cakes",34.2353266,-118.5584362,ypLhoyo_RMvxdfrsSFanQw,,ROSCOE BAKERY,19524 NORDHOFF ST # 2,NORTHRIDGE,,
1417,Carl's Jr,,59,2,$,"Burgers, Fast Food",34.48970147,-118.6182684,yfxtCZ7PkkDWmhPkCPbwbA,,CARLS JR #608,31412 RIDGE ROUTE RD,CASTAIC,,
1418,,,,,,,,,,,99 + MAS,2901 WHITTIER BLVD STE F,LOS ANGELES,,
1419,Elephant Tea,,65,3.5,$,Tea Rooms,33.993445,-117.901755,6vkBwd_ivcWo-yUIlm2CeQ,,ELEPHANT TEA,1380 S FULLERTON RD # 101,ROWLAND HEIGHTS,,
1420,Square Bar Cafe,,99,3,$$,"Coffee & Tea, Desserts, Juice Bars & Smoothies",34.18467446,-118.604814,uVrwwOcboqiToIDZvWpUrQ,,SQUARE BAR CAFE,6220 TOPANGA CANYON BLVD # 6511,WOODLAND HILLS,,
1421,Poke Poki,,160,4,$$,"Poke, Hawaiian",34.114386,-117.764912,JSWAxgAj0rzPBAPMAJOa4A,,POKE POKI,2117 FOOTHILL BLVD STE G,LA VERNE,,
1422,Hope & Fire,,31,4.5,,"Breakfast & Brunch, Sandwiches, Salad",34.0645,-118.37562,sZ8T1dkHIZwFDeeo6yJPBw,,HOPE AND FIRE,8484 WILSHIRE BLVD,BEVERLY HILLS,,
1423,Comoncy,,44,4,$$,"Cafes, Sandwiches, Salad",34.05814,-118.44398,3fPNUmVWkPbl1uzskv9P8g,,COMONCY,10900 WILSHIRE BLVD,LOS ANGELES,,
1424,Kungfu Chef,,14,3,,Szechuan,34.08003,-118.10265,joCB9PYgCFkPlhnkc8P9sA,,KUNGFU POTS,227 W VALLEY BLVD STE 108-B,SAN GABRIEL,,
1425,HEEKCAA,,80,4,$,"Coffee & Tea, Juice Bars & Smoothies",33.9920407,-117.8895995,Iv4M5ZmrGzG0rSju3Lzqww,,HEEKCAA,18938 LABIN CT #A 103-1,ROWLAND HEIGHTS,,
1426,ALDI,,50,3,$,"Grocery, Fruits & Veggies, Organic Stores",34.14144155,-117.9890844,9yy1wY5554N8fCHz3pvwdg,,ALDI #110,731 E HUNTINGTON DR,MONROVIA,,
1427,Nuestro Jacalito,,2,5,,Tacos,34.20052,-118.59087,QyQwcddF3HXIF_mLHvO_2A,,NUESTRO JACALITO,21008 SHERMAN WAY,CANOGA PARK,,
1428,,,,,,,,,,,"LAFC - 02.02.03, 02.02.01 / BEER BELLY",3939 S FIGUEROA ST,LOS ANGELES,,
1429,Little House Boba,,9,3,,"Coffee & Tea, Sandwiches, Bubble Tea",34.06045,-118.06382,7dOlR9KJF-j23ZT_uhDG9Q,,LITTLE HOUSE BOBA,2650 ROSEMEAD BLVD # 12,SOUTH EL MONTE,,
1430,La Casa De La Torta Ahogada,,4,5,,Mexican,34.23248,-118.43748,wIdlhMRWvCMGlGKqpTRdTA,,LA CASA DE LA TORTA AHOGADA,8936 WOODMAN AVE,ARLETA,,
1431,La Otra Taqueria,,78,3.5,$$,Mexican,33.98714764,-118.0602056,NoEMkUP_y7zdod2t04w9ng,,LA OTRA TAQUERIA,11114 WHITTIER BLVD,WHITTIER,,
1432,Southwest Grill,,22,4.5,,"Sandwiches, Tacos, Hot Dogs",34.221186,-118.467993,akJ2BIT31_lhs1MKkzzAVQ,,SOUTHWEST GRILL,8263 SEPULVEDA BLVD,PANORAMA CITY,,
1433,Khinkali House,,262,4.5,$$,"Armenian, Georgian, Middle Eastern",34.1467745,-118.2540049,PFuhkFVcq1kEjSjXjUgCyQ,,KHINKALI HOUSE,113 N ARTSAKH AVE,GLENDALE,,
1434,Fiesta Mex,,46,2.5,,Party Supplies,33.93905,-118.21384,y9XqfcVmQ9s1d6cutyENMw,,FIESTA MEX,10450 LONG BEACH BLVD,LYNWOOD,,
1435,True Food Kitchen,,982,4,$$,"American (New), Vegan, Vegetarian",33.902371,-118.395374,kvrMTizkm-C5ObvG9AR0vw,,TRUE FOOD KITCHEN,860 S PACIFIC COAST HWY STE 100,EL SEGUNDO,,
1436,Donut Time Cafe,,110,4.5,$,"Sandwiches, Cafes, Juice Bars & Smoothies",34.22104,-118.53571,YPUykKOkHqJvHrHCFjtbIg,,DONUT TIME CAFE,18455 ROSCOE BLVD,NORTHRIDGE,,
1437,52M Teriyaki,,78,4.5,$,"Korean, Bubble Tea, Japanese",33.90323269,-118.0286081,17rsBmbOx1CNXdc0_jh2Xw,,52M TERIYAKI,13942 VALLEY VIEW AVE,LA MIRADA,,
1438,La Michoacana Plus - Lancaster,,27,4,,Ice Cream & Frozen Yogurt,34.6893552,-118.1107124,Oe_SvUmTFno5jM1kPgA1MA,,LA MICHOACANA LANCASTER,1046 E AVE J,LANCASTER,,
1439,Smart & Final Extra!,,30,2.5,$$,Grocery,33.8884412,-118.1239078,K_O-Jvnx1UFR_ZzoiMNNlQ,,SMART & FINAL #311 - MEAT,15930 BELLFLOWER BLVD,BELLFLOWER,,
1440,The Bicycle Hotel & Casino,,345,3.5,$$,"Casinos, Hotels",33.966167,-118.165244,KYFAXpI92pNUzeeSRJSMVA,,THE BICYCLE HOTEL & CASINO - STARBUCKS,888 BICYCLE CASINO DR,BELL GARDENS,,
1441,Love Burger,,6,2,$$,Burgers,33.924117,-118.282375,HQvbFq2iifZkwvORDWeb5w,,LOVE BURGER,11916 S FIGUEROA ST,LOS ANGELES,,
1442,Sheraton Los Angeles San Gabriel,,139,4,$$,"Hotels, Venues & Event Spaces",34.08019986,-118.0968661,LyZe_WfMKKf2x8s2TgYlAQ,,SHERATON SAN GABRIEL HOTEL - CHINESE RESTAURANT,303 E VALLEY BLVD,SAN GABRIEL,,
1443,,,,,,,,,,,DNA LIQUOR,247 E MANCHESTER AVE,LOS ANGELES,,
1444,,,,,,,,,,,"VEER ENERGY PARTNERS, INC.",20951 VANOWEN ST,CANOGA PARK,,
1445,The Coffee Bean & Tea Leaf,,88,4,$$,Coffee & Tea,34.06936,-117.97264,JO-fHwAujoBGtEV_jG55gw,,THE COFFEE BEAN & TEA LEAF,13916 GARVEY AVE # 101,BALDWIN PARK,,
1446,,,,,,,,,,,S017,518 W 7TH ST,LOS ANGELES,,
1447,,,,,,,,,,,ZILLIA CHOCOLATE,12643 SHERMAN WAY STE B,NORTH HOLLYWOOD,,
1448,Home2 Suites by Hilton Palmdale,,24,3.5,$$,Hotels,34.5863123,-118.1376183,7xD_WRD45D5NJ3DlYVLkqg,,HOME 2 SUITES BY HILTON,38750 5TH ST W,PALMDALE,,
1449,,,,,,,,,,,LUNA MARKET # 2,4433 S ALAMEDA ST # A-40,LOS ANGELES,,
1450,,,,,,,,,,,SOMI SOMI,9301 TAMPA AVE # 6510,NORTHRIDGE,,
1451,,,,,,,,,,,AXAR,15955 E SAN BERNARDINO RD,COVINA,,
1452,The Venice Terrace,,597,3,$$,American (New),33.9792301,-118.4667907,HmQwyhNK9qPRsw6O_YKP6Q,,VENICE TERRACE,7 WASHINGTON BLVD,VENICE,,
1453,,,,,,,,,,,PAPIS DISCOUNT STORE,6206 VERMONT AVE,LOS ANGELES,,
1454,Greco's Pizza & Pasta,,186,4.5,$$,"Pizza, Italian",34.12842617,-117.8302879,Pwt7UGUBF8zS9SW5--z14Q,,GRECO'S PIZZA & PASTA,1832 E ROUTE 66 # B,GLENDORA,,
1455,,,,,,,,,GWga_rawcrHjbpmnRRj2TQ,,SPROUTS FARMERS MARKET -  BAKERY/DELI,11900 SOUTH ST # 129,CERRITOS,,
1456,Frida Mexican Cuisine,,476,3,$$,Mexican,34.15581,-118.467371,gxzcV9_8ZAR0_DdDlQy0ug,,FRIDA RESTAURANT,15301 VENTURA BLVD # P5,SHERMAN OAKS,,
1457,India Food Mart,,14,5,,International Grocery,34.0234218,-118.3991134,qmTgj0Ulm7ZbZdAUCjHglw,,INDIA FOOD MART,9905 VENICE BLVD,LOS ANGELES,,
1458,,,,,,,,,,,CARNICERIA LA MORENITA,5151 W PICO BLVD # D,LOS ANGELES,,
1459,Made by Meg,,85,4.5,$$,"American (New), Cafes",33.8392947,-118.3851461,aLw3OSxvQHQXIwmCVc1qXA,,MADE BY MEG,234 S PACIFIC COAST HWY # 102,REDONDO BEACH,,
1460,North Shore Poke,,29,4.5,$$,"Hawaiian, Seafood",33.8627425,-118.4003888,VeGN8CxLbx7Y0WaAVAp1gw,,NORTH SHORE POKE CO,1227 HERMOSA AVE,HERMOSA BEACH,,
1461,Laura's Diner,,120,4.5,$,Diners,34.408568,-118.4613916,G-GgiUFvewcdBjl5VcdFqA,,LAURA'S DINER,27125 SIERRA HWY STE 100,CANYON COUNTRY,,
1462,Wood & Water,,327,4.5,$$$,"American (New), Seafood, Cocktail Bars",34.1471475,-118.424406,1HfgX6qhtRDg7oIT1e1n5w,,WOOD AND WATER,13359 VENTURA BLVD,SHERMAN OAKS,,
1463,McDonald's,,86,1.5,$,"Burgers, Fast Food, Coffee & Tea",34.04163179,-118.3085503,5Qy411WeiMziwQrv2AqaBg,,MCDONALD'S,1800 S WESTERN AVE,LOS ANGELES,,
1464,Twisteas,,229,4.5,$$,"Bubble Tea, Tea Rooms",34.06909,-118.1082849,xj7dQqYoggyDuARZ9DYGgA,,TWISTEAS,605 N NEW AVE,MONTEREY PARK,,
1465,Burgerim,,92,4,$,"Burgers, American (Traditional), Chicken Wings",33.99009,-118.44704,abFC--rqCl8hGrWYRUOfbg,,BURGERIM,4020 LINCOLN BLVD STE C,MARINA DEL REY,,
1466,Dollar Tree,,3,1.5,$,Discount Store,34.60983088,-118.1455491,P2fx7rsXZq1sz-R4zszdvQ,,DOLLAR TREE #07061,40018 W 10TH ST,PALMDALE,,
1467,,,,,,,,,,,CHINNCHI KURIN,350 E 1ST ST,LOS ANGELES,,
1468,,,,,,,,,,,FAMILY NUTRITION DEPOT,4705 S BROADWAY,LOS ANGELES,,
1469,,,,,,,,,,,BOLAVARD,469 ARROW HWY #A1 B2,AZUSA,,
1470,Convene,,3,4.5,,Shared Office Spaces,34.05287,-118.2522,monaH5sPHMelv4_s7_BERw,,CONVENE-3RD FLOOR KITECHEN,333 S GRAND AVE,LOS ANGELES,,
1471,,,,,,,,,,,VALENTINA'S CAFE,2470 FLORENCE AVE,WALNUT PARK,,
1472,Casa de China,,6,3,,Chinese,33.97468,-118.22685,OGWk1ITsozJbtQRv7UEVZA,,CASA DE CHINA,2521 E FLORENCE,HUNTINGTON PARK,,
1473,,,,,,,,,,,ICE CREAM SHOP,1135 E ALOSTA AVE,AZUSA,,
1474,,,,,,,,,,,EL GUACHE'S MARKET,6033 ATLANTIC BLVD # 4,MAYWOOD,,
1475,Frank's Highland Park Camera,,5,3,$$,Photography Stores & Services,34.11008,-118.19258,FB_353exaK--n_dkr1j6ZQ,,BB HIGHLAND PARK,5715 N FIGUEROA ST UNIT 100,LOS ANGELES,,
1476,B & J Liquor,,1,1,,"Beer, Wine & Spirits",34.106621,-117.880144,nKLIGUL7Az-WUqBUcAfsMA,,A & L LIQUOR MARKET,929 W ARROW HWY,GLENDORA,,
1477,Guadalajara Meat Market,,1,3,,Meat Shops,33.96027985,-118.2364719,a2m23-g4xHeI8a61F5vM0Q,,GUADALAJAR MEAT MARKET,1985 FIRESTONE BLVD,LOS ANGELES,,
1478,Pursue Coffee,,317,5,$$,Coffee & Tea,33.8682911,-118.3830641,MFgNikC2EkmhokBzYueMLQ,,PURSUE COFFEE,1503 AVIATION BLVD,REDONDO BEACH,,
1479,Los Pochos,,37,4.5,$,"Mexican, Salvadoran, American (New)",33.974446,-118.223348,Ox4-1_u4v4HiZzcxa3o4XA,,LOS POCHOS,2667 E FLORENCE AVE # B,HUNTINGTON PARK,,
1480,Teriyaki Madness,,69,3,$,"Japanese, Asian Fusion",34.3092993,-118.4329308,XMJAEYzdtBaB_wnZlIekTQ,,TERIYAKI MADNESS,13762 FOOTHILL BLVD,SYLMAR,,
1481,El Gordo Taco Restaurant,,6,4.5,,Mexican,34.20877,-118.388575,MtPbETaKZ1k5w6FrCWFTtg,,EL GORDO RESTAURANT,11723 SATICOY ST STE A,NORTH HOLLYWOOD,,
1482,Shawarma World,,12,4.5,,"Burgers, Wraps, Sandwiches",34.13781,-118.25525,k-luWFhYrREirJlOigZRxQ,,SHAWARMA WORLD,711 S BRAND BLVD,GLENDALE,,
1483,Kasih,,445,4.5,$$,"Indonesian, Cocktail Bars, Pan Asian",34.04990612,-118.2432948,s-sCboSIw150t_IaEcOSeA,,KASIH,200 S LOS ANGELES ST STE B,LOS ANGELES,,
1484,Hollywood & Dine,,44,2,$$,"Specialty Food, Vegan",34.1375079,-118.3550262,XZNkkWQx-9o84-LDK_SSJw,,HOLLYWOOD & DINE,100 UNIVERSAL CITY PLZ,UNIVERSAL CITY,,
1485,Rose & Blanc Tea Room,,219,4.5,$$,"Tea Rooms, Coffee & Tea, Venues & Event Spaces",34.06874686,-118.3095335,E0_WMkb8QOUOnke1_LSGaQ,,ROSE & BLANC,301 S WESTERN AVE UNIT 202,LOS ANGELES,,
1486,Baskin-Robbins,,18,4.5,,"Ice Cream & Frozen Yogurt, Desserts, Custom Cakes",34.3097054,-118.433456,6Gt6zhPF5HhY7hxUvnpGPw,,BASKIN ROBBINS,13768 FOOTHILL BLVD,SYLMAR,,
1487,Poseidon Restaurant & Lounge,,98,4.5,$$,"Mediterranean, Lounges",34.239721,-118.535858,0gSYbvcdXngyfzB3FagK6w,,POSEIDON RESTAURANT,9310 RESEDA BLVD,NORTHRIDGE,,
1488,,,,,,,,,,,PACIFIC MEAT,831 N PACIFIC AVE,GLENDALE,,
1489,,,,,,,,,,,C&J 99 CT MARKET,3553 W IMPERIAL HWY # 105,INGLEWOOD,,
1490,Barranco's Fruit,,29,4.5,,"Shaved Ice, Mexican, Juice Bars & Smoothies",34.02884,-117.9510433,aNEJ79mY8azdtOTlygeP9w,,BARRANCOS FRUIT,625 GLENDORA AVE,LA PUENTE,,
1491,Kimbap Paradise,,165,4,$,Korean,34.06702636,-118.2921336,DTNkPkI26mgK-HChoFtusw,,KIMBAP PARADISE,401 S VERMONT AVE STE 3,LOS ANGELES,,
1492,Butter's Ice Cream,,41,4.5,$$,Ice Cream & Frozen Yogurt,34.0835825,-118.2737299,f8mGXvYG5qYSbAms3uqb-A,,BUTTER'S ICE CREAM,2925 W SUNSET BLVD,LOS ANGELES,,
1493,Hang Loose Hawaiian Shave Ice,,81,4.5,$,"Shaved Ice, Food Trucks, Caterers",34.1727138,-118.2795667,LFwGuaO4yxk9C9t5cDOa8w,,HANG LOOSE HAWAIIAN SHAVED ICE,1409 W KENNETH RD,GLENDALE,,
1494,Pirolo's Panino,,87,4.5,$$,"Sandwiches, Italian",34.08388,-118.35267,BoeM1iHWr3vEPC8q0Y524A,,PIROLO'S PANINO,7461 MELROSE AVE,LOS ANGELES,,
1495,Second Round,,121,4.5,$,"Coffee & Tea, Desserts, Ice Cream & Frozen Yogurt",34.0748952,-118.3092749,VS8eLjWzhWsIll06Yudn6w,,2ND ROUND,207 N WESTERN AVE,LOS ANGELES,,
1496,,,,,,,,,,,"WESTERN REFINING RETAIL, LLC STORE #68101",5000 KANAN RD,AGOURA HILLS,,
